Data_Hora;Pot_Gerador_MW;Pot_Reator_MW
17/08/2020 08:40:00;2,72444;59,97485
17/08/2020 08:50:00;2,59471;61,39284
17/08/2020 09:00:00;2,59471;67,26511
17/08/2020 09:10:00;2,72444;70,51647
17/08/2020 09:20:00;2,72444;76,79649
17/08/2020 09:30:00;2,72444;64,23495
17/08/2020 09:40:00;2,59471;62,00211
17/08/2020 09:50:00;2,72444;60,8889
17/08/2020 10:00:00;2,59471;61,48584
17/08/2020 10:10:00;2,72444;62,29974
17/08/2020 10:20:00;2,72444;61,89698
17/08/2020 10:30:00;2,59471;61,79174
17/08/2020 10:40:00;2,72444;62,70514
17/08/2020 10:50:00;2,59471;61,69423
17/08/2020 11:00:00;2,72444;62,19893
17/08/2020 11:10:00;2,72444;60,98274
17/08/2020 11:20:00;2,59471;61,79607
17/08/2020 11:30:00;2,72444;61,38983
17/08/2020 11:40:00;2,59471;61,99496
17/08/2020 11:50:00;2,72444;60,77896
17/08/2020 12:00:00;2,59471;61,39623
17/08/2020 12:10:00;2,72444;62,70514
17/08/2020 12:20:00;2,72444;62,30209
17/08/2020 12:30:00;2,59471;61,79335
17/08/2020 12:40:00;2,59471;62,80218
17/08/2020 12:50:00;2,72444;62,61195
17/08/2020 13:00:00;2,72444;62,30416
17/08/2020 13:10:00;2,72444;62,30416
17/08/2020 13:20:00;2,59471;62,30416
17/08/2020 13:30:00;2,72444;61,89886
17/08/2020 13:40:00;2,72444;61,99477
17/08/2020 13:50:00;2,72444;75,36937
17/08/2020 14:00:00;2,72444;135,5701
17/08/2020 14:10:00;2,72444;304,77451
17/08/2020 14:20:00;2,72444;366,77451
17/08/2020 14:30:00;2,59471;838,97949
17/08/2020 14:40:00;2,72444;721,85809
17/08/2020 14:50:00;2,72444;716,27972
17/08/2020 15:00:00;2,72444;772,40472
17/08/2020 15:10:00;2,59471;841,10388
17/08/2020 15:20:00;2,59471;844,33197
17/08/2020 15:30:00;2,59471;860,96033
17/08/2020 15:40:00;2,72444;880,79938
17/08/2020 15:50:00;2,59471;866,84058
17/08/2020 16:00:00;2,85418;855,68927
17/08/2020 16:10:00;2,85418;777,05872
17/08/2020 16:20:00;2,85418;767,14038
17/08/2020 16:30:00;2,85418;760,25421
17/08/2020 16:40:00;2,98391;752,5564
17/08/2020 16:50:00;2,85418;757,40228
17/08/2020 17:00:00;230,4101;847,37732
17/08/2020 17:10:00;280,22849;966,32123
17/08/2020 17:20:00;292,42361;999,85492
17/08/2020 17:30:00;305,26749;1016,66302
17/08/2020 17:40:00;340,815;1114,04297
17/08/2020 17:50:00;378,1788;1220,78601
17/08/2020 18:00:00;378,4382;1211,06494
17/08/2020 18:10:00;377,65991;1211,38501
17/08/2020 18:20:00;377,53009;1203,87097
17/08/2020 18:30:00;377,65991;1213,31702
17/08/2020 18:40:00;377,53009;1211,875
17/08/2020 18:50:00;377,1409;1209,76196
17/08/2020 19:00:00;378,69769;1206,62
17/08/2020 19:10:00;378,1788;1200,94702
17/08/2020 19:20:00;377,53009;1221,09595
17/08/2020 19:30:00;378,56799;1209,85498
17/08/2020 19:40:00;378,1788;1224,46497
17/08/2020 19:50:00;376,62189;1202,28003
17/08/2020 20:00:00;377,53009;1198,30505
17/08/2020 20:10:00;378,69769;1209,04797
17/08/2020 20:20:00;378,69769;1202,85498
17/08/2020 20:30:00;380,7735;1184,72803
17/08/2020 20:40:00;377,91931;1206,10095
17/08/2020 20:50:00;385,05469;1202,26599
17/08/2020 21:00:00;427,08899;1324,44604
17/08/2020 21:10:00;467,95569;1427,35803
17/08/2020 21:20:00;509,8602;1532,229
17/08/2020 21:30:00;550,07819;1600,41003
17/08/2020 21:40:00;593,02063;1679,31702
17/08/2020 21:50:00;633,62781;1778,89404
17/08/2020 22:00:00;676,31079;1874,33606
17/08/2020 22:10:00;712,1178;1956,14905
17/08/2020 22:20:00;712,50702;1950,23999
17/08/2020 22:30:00;713,67462;1949,66699
17/08/2020 22:40:00;715,62061;1948,26404
17/08/2020 22:50:00;714,453;1953,97998
17/08/2020 23:00:00;716,00983;1950,29395
17/08/2020 23:10:00;715,10162;1954,99402
17/08/2020 23:20:00;714,32318;1940,10095
17/08/2020 23:30:00;714,71252;1958,89697
17/08/2020 23:40:00;715,75043;1949,80896
17/08/2020 23:50:00;714,71252;1937,177
18/08/2020;714,5827;1945,01196
18/08/2020 00:10:00;713,80432;1949,27197
18/08/2020 00:20:00;713,28528;1935,81799
18/08/2020 00:30:00;715,23138;1943,50305
18/08/2020 00:40:00;714,84222;1952,547
18/08/2020 00:50:00;714,71252;1943,83105
18/08/2020 01:00:00;713,80432;1976,09595
18/08/2020 01:10:00;714,5827;1996,36096
18/08/2020 01:20:00;715,75043;1984,01294
18/08/2020 01:30:00;714,453;1992,32996
18/08/2020 01:40:00;713,5448;2038,13794
18/08/2020 01:50:00;715,23138;2088,13403
18/08/2020 02:00:00;713,67462;2173,66602
18/08/2020 02:10:00;713,93408;2084,09399
18/08/2020 02:20:00;715,23138;2083,89893
18/08/2020 02:30:00;713,4151;2080,43799
18/08/2020 02:40:00;715,49091;2091,40796
18/08/2020 02:50:00;711,85828;2052,61597
18/08/2020 03:00:00;712,76642;2093,521
18/08/2020 03:10:00;714,19348;2083,7439
18/08/2020 03:20:00;715,10162;2097,86499
18/08/2020 03:30:00;714,453;2096,46899
18/08/2020 03:40:00;715,49091;2097,03906
18/08/2020 03:50:00;716,39899;2085,16699
18/08/2020 04:00:00;715,23138;2093,04297
18/08/2020 04:10:00;753,63312;2183,73193
18/08/2020 04:20:00;770,1095;2243,19409
18/08/2020 04:30:00;807,34351;2308,81592
18/08/2020 04:40:00;850,80487;2413,39307
18/08/2020 04:50:00;893,61761;2517,05688
18/08/2020 05:00:00;923,45679;2599,96606
18/08/2020 05:10:00;924,10553;2603,83203
18/08/2020 05:20:00;925,92169;2587,90503
18/08/2020 05:30:00;925,66217;2596,75488
18/08/2020 05:40:00;925,79199;2594,62207
18/08/2020 05:50:00;924,88391;2603,32202
18/08/2020 06:00:00;924,36493;2602,13403
18/08/2020 06:10:00;925,27307;2603,62402
18/08/2020 06:20:00;923,84601;2594,81396
18/08/2020 06:30:00;928,77588;2593,09106
18/08/2020 06:40:00;944,99292;2662,88501
18/08/2020 06:50:00;946,67938;2652,86206
18/08/2020 07:00:00;949,01459;2653,88501
18/08/2020 07:10:00;950,05249;2658,9541
18/08/2020 07:20:00;949,79303;2663,62207
18/08/2020 07:30:00;949,53363;2661,64697
18/08/2020 07:40:00;949,92279;2645,75903
18/08/2020 07:50:00;950,05249;2650,604
18/08/2020 08:00:00;950,83087;2659,21606
18/08/2020 08:10:00;950,96057;2661,69995
18/08/2020 08:20:00;953,55542;2676,3811
18/08/2020 08:30:00;951,22021;2661,78296
18/08/2020 08:40:00;951,86877;2658,13403
18/08/2020 08:50:00;954,33368;2669,17505
18/08/2020 09:00:00;952,90668;2661,81201
18/08/2020 09:10:00;957,31769;2681,68799
18/08/2020 09:20:00;955,3717;2674,03809
18/08/2020 09:30:00;956,40948;2660,1731
18/08/2020 09:40:00;957,31769;2655,60596
18/08/2020 09:50:00;957,44739;2659,92603
18/08/2020 10:00:00;955,3717;2660,86304
18/08/2020 10:10:00;955,24188;2671,61694
18/08/2020 10:20:00;955,24188;2677,60498
18/08/2020 10:30:00;953,4256;2666,74609
18/08/2020 10:40:00;954,07428;2657,30396
18/08/2020 10:50:00;955,89063;2664,02393
18/08/2020 11:00:00;955,76093;2672,84497
18/08/2020 11:10:00;955,24188;2681,51489
18/08/2020 11:20:00;955,76093;2675,57007
18/08/2020 11:30:00;956,15009;2667,79199
18/08/2020 11:40:00;955,3717;2670,10693
18/08/2020 11:50:00;956,27979;2672,92993
18/08/2020 12:00:00;954,07428;2670,45996
18/08/2020 12:10:00;955,76093;2667,96191
18/08/2020 12:20:00;957,31769;2662,27393
18/08/2020 12:30:00;954,07428;2663,35303
18/08/2020 12:40:00;954,98248;2671,55396
18/08/2020 12:50:00;956,66901;2668,51807
18/08/2020 13:00:00;954,85278;2654,70996
18/08/2020 13:10:00;954,33368;2659,80005
18/08/2020 13:20:00;954,59332;2664,49609
18/08/2020 13:30:00;953,94458;2674,98389
18/08/2020 13:40:00;956,79883;2671,146
18/08/2020 13:50:00;956,79883;2662,646
18/08/2020 14:00:00;954,98248;2664,62695
18/08/2020 14:10:00;958,87457;2690,34009
18/08/2020 14:20:00;957,44739;2676,07202
18/08/2020 14:30:00;957,57709;2674,78101
18/08/2020 14:40:00;957,70679;2672,79199
18/08/2020 14:50:00;959,00427;2665,86011
18/08/2020 15:00:00;961,33948;2667,44312
18/08/2020 15:10:00;959,26367;2677,75708
18/08/2020 15:20:00;960,17188;2688,37598
18/08/2020 15:30:00;962,50708;2680,79907
18/08/2020 15:40:00;963,54498;2686,66895
18/08/2020 15:50:00;961,85852;2675,41406
18/08/2020 16:00:00;963,9342;2681,58301
18/08/2020 16:10:00;964,0639;2691,04712
18/08/2020 16:20:00;963,28552;2693,93311
18/08/2020 16:30:00;963,54498;2691,13306
18/08/2020 16:40:00;962,37738;2681,6521
18/08/2020 16:50:00;962,89642;2684,66309
18/08/2020 17:00:00;964,58289;2691,57495
18/08/2020 17:10:00;965,36133;2684,27393
18/08/2020 17:20:00;966,01001;2696,64404
18/08/2020 17:30:00;966,65863;2690,37793
18/08/2020 17:40:00;966,39917;2688,66309
18/08/2020 17:50:00;967,17761;2689,45093
18/08/2020 18:00:00;966,65863;2684,67407
18/08/2020 18:10:00;969,64258;2700,56104
18/08/2020 18:20:00;969,51288;2699,354
18/08/2020 18:30:00;972,2373;2699,52905
18/08/2020 18:40:00;970,81018;2708,4939
18/08/2020 18:50:00;970,1615;2715,99805
18/08/2020 19:00:00;970,68042;2696,36792
18/08/2020 19:10:00;971,06958;2692,99097
18/08/2020 19:20:00;969,25342;2699,68604
18/08/2020 19:30:00;970,81018;2709,302
18/08/2020 19:40:00;970,1615;2701,56909
18/08/2020 19:50:00;968,08569;2698,15601
18/08/2020 20:00:00;971,06958;2690,3291
18/08/2020 20:10:00;970,68042;2701,37988
18/08/2020 20:20:00;969,90198;2698,17505
18/08/2020 20:30:00;971,84802;2677,16699
18/08/2020 20:40:00;970,42102;2694,58911
18/08/2020 20:50:00;970,29132;2694,04395
18/08/2020 21:00:00;970,81018;2697,13989
18/08/2020 21:10:00;970,68042;2692,65894
18/08/2020 21:20:00;970,29132;2693,05298
18/08/2020 21:30:00;969,12372;2691,94312
18/08/2020 21:40:00;971,06958;2699,48608
18/08/2020 21:50:00;971,3291;2692,58301
18/08/2020 22:00:00;968,60468;2684,59302
18/08/2020 22:10:00;970,42102;2702,18091
18/08/2020 22:20:00;970,68042;2692,05908
18/08/2020 22:30:00;969,25342;2688,26294
18/08/2020 22:40:00;968,9939;2697,677
18/08/2020 22:50:00;969,64258;2687,51294
18/08/2020 23:00:00;969,90198;2698,23706
18/08/2020 23:10:00;968,08569;2695,34399
18/08/2020 23:20:00;971,84802;2694,30908
18/08/2020 23:30:00;970,81018;2708,68506
18/08/2020 23:40:00;971,45892;2695,94312
18/08/2020 23:50:00;968,60468;2683,68604
19/08/2020;970,55072;2696,55298
19/08/2020 00:10:00;970,0318;2700,771
19/08/2020 00:20:00;969,25342;2700,5791
19/08/2020 00:30:00;969,38312;2696,03296
19/08/2020 00:40:00;969,51288;2691,83911
19/08/2020 00:50:00;970,0318;2697,44189
19/08/2020 01:00:00;970,68042;2705,86108
19/08/2020 01:10:00;973,27509;2699,02905
19/08/2020 01:20:00;973,66443;2707,46606
19/08/2020 01:30:00;972,88599;2698,93896
19/08/2020 01:40:00;971,71832;2717,50391
19/08/2020 01:50:00;973,27509;2700,77197
19/08/2020 02:00:00;974,05359;2699,21899
19/08/2020 02:10:00;975,22113;2702,56909
19/08/2020 02:20:00;975,22113;2699,73291
19/08/2020 02:30:00;975,48071;2705,89209
19/08/2020 02:40:00;975,48071;2702,30005
19/08/2020 02:50:00;975,61041;2694,08691
19/08/2020 03:00:00;975,35089;2705,94897
19/08/2020 03:10:00;977,94562;2724,82202
19/08/2020 03:20:00;979,11328;2714,91089
19/08/2020 03:30:00;978,724;2710,07104
19/08/2020 03:40:00;977,94562;2717,76294
19/08/2020 03:50:00;980,92963;2717,56689
19/08/2020 04:00:00;977,4267;2722,80005
19/08/2020 04:10:00;980,7998;2711,33911
19/08/2020 04:20:00;983,78381;2725,50806
19/08/2020 04:30:00;982,48633;2726,62207
19/08/2020 04:40:00;982,61609;2717,66992
19/08/2020 04:50:00;984,17291;2719,03589
19/08/2020 05:00:00;985,47028;2722,47412
19/08/2020 05:10:00;985,85938;2735,83789
19/08/2020 05:20:00;985,9892;2726,54004
19/08/2020 05:30:00;984,69189;2729,88501
19/08/2020 05:40:00;985,21082;2730,08594
19/08/2020 05:50:00;984,69189;2731,1189
19/08/2020 06:00:00;985,9892;2734,20288
19/08/2020 06:10:00;986,7677;2742,03003
19/08/2020 06:20:00;987,15692;2733,604
19/08/2020 06:30:00;987,28662;2741,29199
19/08/2020 06:40:00;989,49213;2729,80908
19/08/2020 06:50:00;988,71368;2739,66211
19/08/2020 07:00:00;991,82727;2733,40308
19/08/2020 07:10:00;991,82727;2740,78491
19/08/2020 07:20:00;991,17859;2736,104
19/08/2020 07:30:00;990,53003;2760,90088
19/08/2020 07:40:00;988,58392;2743,93604
19/08/2020 07:50:00;990,40033;2746,64795
19/08/2020 08:00:00;990,78943;2748,39795
19/08/2020 08:10:00;993,51392;2741,62402
19/08/2020 08:20:00;994,1626;2744,18896
19/08/2020 08:30:00;996,10858;2757,69702
19/08/2020 08:40:00;995,20038;2756,64502
19/08/2020 08:50:00;992,86517;2749,91504
19/08/2020 09:00:00;996,10858;2753,25098
19/08/2020 09:10:00;995,71942;2758,052
19/08/2020 09:20:00;996,49768;2753,51904
19/08/2020 09:30:00;996,62762;2760,76807
19/08/2020 09:40:00;998,18439;2757,62598
19/08/2020 09:50:00;997,01678;2762,11597
19/08/2020 10:00:00;997,79523;2754,31592
19/08/2020 10:10:00;999,35193;2763,82788
19/08/2020 10:20:00;1001,039;2762,229
19/08/2020 10:30:00;1000,909;2778,15894
19/08/2020 10:40:00;999,87091;2763,06689
19/08/2020 10:50:00;1000,26001;2767,28491
19/08/2020 11:00:00;1000,26001;2758,39307
19/08/2020 11:10:00;1002,98499;2761,87598
19/08/2020 11:20:00;1003,11401;2770,79492
19/08/2020 11:30:00;1001,29797;2764,41504
19/08/2020 11:40:00;1003,89301;2768,28589
19/08/2020 11:50:00;1003,37402;2777,1499
19/08/2020 12:00:00;1004,93103;2776,35107
19/08/2020 12:10:00;1004,67102;2777,64697
19/08/2020 12:20:00;1004,80103;2777,84302
19/08/2020 12:30:00;1006,617;2787,95898
19/08/2020 12:40:00;1006,22803;2786,5791
19/08/2020 12:50:00;1007,396;2779,50098
19/08/2020 13:00:00;1006,87701;2780,88989
19/08/2020 13:10:00;1008,69299;2784,71509
19/08/2020 13:20:00;1006,487;2784,61792
19/08/2020 13:30:00;1006,617;2787,80493
19/08/2020 13:40:00;1008,69299;2785,98608
19/08/2020 13:50:00;1009,47101;2792,89404
19/08/2020 14:00:00;1009,98999;2780,98389
19/08/2020 14:10:00;1011,28802;2791,74707
19/08/2020 14:20:00;1012,84399;2793,47192
19/08/2020 14:30:00;1012,32599;2790,9939
19/08/2020 14:40:00;1013,104;2791,95801
19/08/2020 14:50:00;1012,71503;2796,771
19/08/2020 15:00:00;1013,36298;2797,74902
19/08/2020 15:10:00;1012,71503;2799,78394
19/08/2020 15:20:00;1013,62299;2791,51001
19/08/2020 15:30:00;1015,69897;2801,69897
19/08/2020 15:40:00;1015,69897;2802,05591
19/08/2020 15:50:00;1016,21802;2802,00488
19/08/2020 16:00:00;1015,69897;2817,24902
19/08/2020 16:10:00;1017,255;2799,85693
19/08/2020 16:20:00;1015,95801;2797,33594
19/08/2020 16:30:00;1019,33099;2806,97412
19/08/2020 16:40:00;1018,164;2812,59106
19/08/2020 16:50:00;1017,77399;2808,38892
19/08/2020 17:00:00;1018,034;2815,39307
19/08/2020 17:10:00;1021,01801;2805,04102
19/08/2020 17:20:00;1021,53699;2820,24194
19/08/2020 17:30:00;1021,14801;2815,76489
19/08/2020 17:40:00;1022,05603;2830,59692
19/08/2020 17:50:00;1021,53699;2818,05298
19/08/2020 18:00:00;1022,70398;2804,35889
19/08/2020 18:10:00;1022,96399;2821,15894
19/08/2020 18:20:00;1025,29895;2812,34497
19/08/2020 18:30:00;1023,612;2828,3501
19/08/2020 18:40:00;1023,742;2820,31201
19/08/2020 18:50:00;1022,70398;2823,78296
19/08/2020 19:00:00;1024,26099;2836,80811
19/08/2020 19:10:00;1025,81799;2841,49512
19/08/2020 19:20:00;1025,81799;2833,37305
19/08/2020 19:30:00;1026,98596;2836,27002
19/08/2020 19:40:00;1026,72595;2842,12012
19/08/2020 19:50:00;1026,20703;2837,72803
19/08/2020 20:00:00;1030,229;2843,33301
19/08/2020 20:10:00;1029,32104;2850,11304
19/08/2020 20:20:00;1030,74805;2853,7561
19/08/2020 20:30:00;1029,45105;2835,60205
19/08/2020 20:40:00;1031,526;2846,78809
19/08/2020 20:50:00;1028,93201;2837,14209
19/08/2020 21:00:00;1031,00696;2838,03296
19/08/2020 21:10:00;1033,60205;2846,30103
19/08/2020 21:20:00;1032,953;2850,48511
19/08/2020 21:30:00;1033,73206;2856,47095
19/08/2020 21:40:00;1033,73206;2838,72607
19/08/2020 21:50:00;1034,77002;2855,69409
19/08/2020 22:00:00;1036,45605;2850,90698
19/08/2020 22:10:00;1035,28894;2858,54712
19/08/2020 22:20:00;1035,67798;2865,625
19/08/2020 22:30:00;1035,93701;2860,396
19/08/2020 22:40:00;1035,54797;2857,1731
19/08/2020 22:50:00;1038,27295;2851,28491
19/08/2020 23:00:00;1037,75403;2858,70801
19/08/2020 23:10:00;1038,40198;2852,927
19/08/2020 23:20:00;1037,49402;2857,37891
19/08/2020 23:30:00;1038,27295;2858,42212
19/08/2020 23:40:00;1039,82898;2861,78101
19/08/2020 23:50:00;1038,27295;2856,45898
20/08/2020;1038,27295;2865,08496
20/08/2020 00:10:00;1038,92102;2856,66504
20/08/2020 00:20:00;1041,77502;2869,146
20/08/2020 00:30:00;1043,59204;2882,71899
20/08/2020 00:40:00;1043,073;2862,29102
20/08/2020 00:50:00;1041,646;2878,72192
20/08/2020 01:00:00;1045,53796;2877,53394
20/08/2020 01:10:00;1044,5;2875,75195
20/08/2020 01:20:00;1046,31604;2875,26392
20/08/2020 01:30:00;1047,224;2877,94897
20/08/2020 01:40:00;1045,797;2883,35596
20/08/2020 01:50:00;1044,5;2875,63794
20/08/2020 02:00:00;1046,44604;2875,51611
